app_name,score,label,processed_content
VCB Digibank,1,Negative,ứng dụng lỗi rồi đăng nhập bị delay chờ lâu mới có thể đăng nhập được
VCB Digibank,5,Positive,cũng rất tốt
VCB Digibank,1,Negative,mắc cái giống ôn gì cứ vào ap 1 lần là sát nhận 1 làm smart mã otp vậy biết phiền không
VCB Digibank,2,Negative,mỗi lần đăng nhập cứ phải tại đi tại lại ứng dụng
VCB Digibank,1,Negative,ứng dụng không biết bị lỗi gì mà vào không được gỡ cài đặt rồi tải lại vẫn bị là sao ôi sao cứ như vậy không biết bao nhiêu lần rồi làm ơn chỉ cách giúp
VCB Digibank,1,Negative,ứng dụng mở lên rất lâu không nhập mật khẩu để đăng nhập được
VCB Digibank,5,Positive,chuyển tiền nhanh gọn tuyệt vời
VCB Digibank,1,Negative,ứng dụng dô chậm không cho đăng nhập chờ rất lâu luôn làm chậm tiến độ công việc ứng dụng chậm quá
VCB Digibank,4,Positive,cập nhật xong ứng dụng đơ luôn cần kiểm tra lỗi này gấp mình đang nghĩ đến việc đồi sang dùng ngân hàng khác lun
VCB Digibank,1,Negative,vào đăng nhập lâu
VCB Digibank,1,Negative,bug tự động đổi giao diện về tiêu chuẩn trong khi người dùng đã chọn you giỏi cách reproduce mở ứng dụng ở giao diện you giỏi bấm vào nút xem thông báo ứng dụng tự chuyên về giao diện tiêu chuẩn back lại màn hình chính cũng ở giao diện tiêu chuẩn luôn rất bực mình
VCB Digibank,1,Negative,đổi số điện thoại thôi hơn cả tiếng chưa xong
VCB Digibank,1,Negative,đang dùng ngon cập nhật xong nghỉ luôn
VCB Digibank,1,Negative,gần đây vào ứng dụng bị đơ từ đầu không đăng nhập được luôn tải lại thì bắt làm các bước xác minh lại từ đầu lỗi thấy nhiều người nói rồi mà chưa khắc phục vậy
VCB Digibank,3,Neutral,đợt này ứng dụng bị đơ nhiều ấn không phản hồi nhiều lúc muốn dùng mà chịu chết
VCB Digibank,1,Negative,giờ bắt buộc xác thực bằng mã internet banking không cho xác thực bằng cái khác luôn
VCB Digibank,4,Positive,bản cập nhật mới rất chán truy cập mãi mới vào được ứng dụng
VCB Digibank,1,Negative,tai sso tôi chuyển khoản không được chờ mãi không thấy td gửi mã mã otp cho tôi dù đã thực hiện chuyển khoản rất nhiều lần vẫn không nhận được mã mã otp là tại sao
VCB Digibank,1,Negative,chưa cập nhật dùng tốt cập nhật xong khi cần chờ lâu ơi là lâu mới vô ap được
VCB Digibank,2,Negative,cập nhật phiên bản mới bị lỗi giao diện khi vào mục thông báo làm ứng dụng bị đơ phải thoát ra vào lại rất phiền nên khắc phục sớm
VCB Digibank,1,Negative,cập nhật version mới bị treo không phản hồi
VCB Digibank,4,Positive,giao diện hay bị lỗi khi nhấn vào thông báo tự chuyển đổi giao diện về mặc định nền trắng
VCB Digibank,1,Negative,quá tệ hại bản cập nhật chạy không ổn định thường xuyên bị đơ trên máy di động mình máy di động chính hàng dùng ứng dụng bản quyền không crack tôi không hiểu đội ngũ lập trình vietcombank làm ăn thế nào ảnh hưởng nghiêm trọng đến việc giao dịch của người dân
VCB Digibank,2,Negative,cập nhật bản mới bị lỗi
VCB Digibank,1,Negative,mạng 5g mà không tải mãi không đăng nhập được
VCB Digibank,3,Neutral,cập nhật bản mới gặp lỗi khi bấm vào thông báo sẽ tự động đổi giao diện sửa ngay đi
VCB Digibank,1,Negative,đội ngũ nhân viên hỗ trợ kém số tổng đài hỗ trợ không ai nghe
VCB Digibank,5,Positive,dạo này 26 04 26 hay bị treo 5 phút sau mới cho log in
VCB Digibank,1,Negative,bị sao vào đơ mấy phút mới truy cập được
VCB Digibank,1,Negative,quá đơ
VCB Digibank,1,Negative,đợt nâng cấp này ứng dụng treo ở màn hình đăng nhập không cho gõ mình đăng nhập
VCB Digibank,4,Positive,ứng dụng thường bị đơ không phản hồi
VCB Digibank,1,Negative,từ ngày bắt cập nhật xong dùng đùng bực mình đăng nhập mãi không được rất lâu rất phiền còn hay chậm chậm giựt giựt không ấy cập nhật cải tiến chán quá thì mình cải lùi về bản trước để dùng mượt hơn được không dùng bao năm mượt mà nhanh chóng bao nhiêu bắt ép cập nhật 1 phát chán không tả được 😡
VCB Digibank,1,Negative,xoá tải lại ứng dụng mới chuyển tiền được cứ chuyển 4 lần lại xoá tải
VCB Digibank,1,Negative,cập nhật xong muốn đăng nhập ngồi chờ nửa tiếng ăn xonh tô bún người mua người bán ngồi chờ nửa tiếng sau mới được về
VCB Digibank,1,Negative,sửa lỗi đăng nhập đi ăn 1 sao hàng loạt rồi kìa
VCB Digibank,1,Negative,cập nhật xong không đăng nhập được vào app😡
VCB Digibank,1,Negative,mở mãi không lên bình thường vào là cho đăng nhập ngay giờ chờ cả tiếng cũng không cho đăng nhập làm không chuyển khoản được gì mọi người cân nhắc sử dụng ngân hàng khác vì vietcombank cứ bị lỗi
VCB Digibank,4,Positive,gần đây bị đơ không đăng nhập được
VCB Digibank,1,Negative,đã chỉnh không tự cập nhật mà nó vẫn tự cập nhật xong lỗi không cho đăng nhập ai mượn z tr
VCB Digibank,1,Negative,nạp data không nhận được ngựơc lại mất 110k gọi thì bảo chờ năm ngày ngt mới phản hồi mọi người khi dùng nên cân nhắc
VCB Digibank,3,Neutral,lỗi đăng nhập các bác android thì vào ch play tìm ứng dụng vietcombank rồi nhấn nút mở thì phần đăng nhập sẽ hết xám tạm thời trong lần đăng nhập hiện tại nhé không biết khi nào mới sửa lỗi nữa
VCB Digibank,1,Negative,từ lúc cập nhật toàn lỗi không không vào được
VCB Digibank,1,Negative,phải chờ 1 lúc rất lâu mới đăng nhập được
VCB Digibank,3,Neutral,sao dạo này đăng nhập ứng dụng và tải các thao tác trong ứng dụng lâu thế
VCB Digibank,2,Negative,sao bản mới nó chậm dữ vậy nó đơ không cho đăng nhập luôn vậy ạ bản cũ dùng nhanh mượt
VCB Digibank,1,Negative,ngân hàng rất rất chậm rất rất tệ nhiều lúc chuyển tiền quan trọng lại chậm bất thường cực kỳ tệ hại ngân hàng tệ
VCB Digibank,1,Negative,hiện ứng dụng đang lỗi không đăng nhập được liền rất lâu với bất tiện mong ngân hàng vá lỗi này để yên tâm ng dùng nhé
VCB Digibank,1,Negative,ap gì mà cập nhật xong đơ luôn không đăng nhập được
VCB Digibank,1,Negative,ứng dụng không lo sửa đi lỗi tùm lum
VCB Digibank,1,Negative,cập nhật song lỗi đăng nhập
VCB Digibank,1,Negative,đã cập nhật và không vào được lun tại điện thoại không an toàn hay không chính hãng gì gì đó xóa xong tải ứng dụng lại vẫn như vậy
VCB Digibank,1,Negative,hay bị đơ
VCB Digibank,1,Negative,không vào ứng dụng được cứ bị đứng quài
VCB Digibank,1,Negative,không cho vô đăng nhập gì hết lỗi hoài vậy😡
VCB Digibank,1,Negative,sao khi thực hiện theo hướng dân toàn bộ cài đặt bị mất hết vì cái ứng dụng vietcombank cảm ơn đã giúp cho quay lại sử dụng tiền mătj xóa ứng dụng vietcombank luôn
VCB Digibank,1,Negative,từ bản cập nhật cuối truy cập cực kỳ tệ chờ đăng nhập cực kỳ lâu
VCB Digibank,1,Negative,cập nhật xong là nó đơ luôn khách chuyển tiền phải kêu khách chờ lâu để kiểm tra tiền vào hay chưa
VCB Digibank,1,Negative,áp cập bị lỗi
VCB Digibank,4,Positive,1sao đó xóa giao dịch không được
VCB Digibank,1,Negative,không vào được ứng dụng càng cập nhật càng tệ
VCB Digibank,1,Negative,smart mã otp chờ hoài không thấy mã đâu kích hoạt tới kích hoạt lui ứng dụng ngân hàng giữ tiền mà vậy thì chết người ta cần giao dịch gấp thì không giao dịch được đã vậy còn tắt sms mã otp nữa
VCB Digibank,1,Negative,ai mượn cập nhật vậy làm ba cái trò không ai mướn giờ điện thoài này nó không cho sử dụng ứng dụng bảo tiềm năng rủi ro gì đấy còn dùng điện thoại khác đăng nhập bấm quên mật khẩu thì nó không cho bảo không hỗ trợ chức năng quên mật khẩu cho thiết bị mới thiết bị cũ thì không cho tôi vào rồi sao tôi đổi mật khẩu sao mới vừa lòng bây giờ tiền tôi để hết trong tài khoản giờ sao dùng làm gì mới vừa lòng về phiên bản cũ dùm cái giờ phải tạo cái bank khác để mà dùng phiền thật sự
VCB Digibank,1,Negative,không chuyển được
VCB Digibank,5,Positive,lỗi không gửi được mã mã otp về ứng dụng grap để thanh toán đồ ăn đặt xe vietcombank bị hạn chế thanh toán một số ứng dụng lỗi thanh toán lỗi quét mã qr
VCB Digibank,1,Negative,cập nhật xong là lỗi ứng dụng
VCB Digibank,1,Negative,bắt đổi mật khẩu đổi mãi không được lúc gửi mã thì không hiện chỗ ghi mã vào
VCB Digibank,5,Positive,xin cảm ơn ngân hàng cảm ơn ứng dụng biết bao nhiêu công việc nhờ ứng dụng mà sử lý được thuận lợi thành kính tri ân rất nhiều
VCB Digibank,1,Negative,ứng dụng cập nhật ver new rồi mà cứ hiện đòi cập nhật hoài
VCB Digibank,1,Negative,ứng dụng bị lỗi vào ứng dụng không đăng nhập được quài luôn
VCB Digibank,1,Negative,giới thiệu ứng dụng cho bạn nhưng chưa thấy thưởng về
VCB Digibank,4,Positive,tuyệt vời luôn không chê đâu được
VCB Digibank,3,Neutral,s đăng nhập không được nè
VCB Digibank,1,Negative,lần cập nhật mới nhất gây lỗi mất rất nhiều thời gian mới hiển thị được nút đăng nhập mặc dù internet của điện thoại rất tốt
VCB Digibank,3,Neutral,ban cap nhat moi lỗi quá
VCB Digibank,1,Negative,mỗi lần cập nhật là lại phải xoá đi tải lại rồi kích hoạt lại tài khoản mắc gì reset toàn bộ chức năng cá nhân hoá về mặc định mỗi lần ứng dụng cập nhật phiền thật sự
VCB Digibank,1,Negative,trước khi cập nhật dùng ổn định trơn tru nằng nặc đòi cập nhật thì lỗi đăng nhập lúc được lúc không lúc cần thanh toán chỗ đông người làm mất thời gian muốn độn thổ với người ta
VCB Digibank,1,Negative,cập nhật xong không thể đăng nhập cứ hiện có bản cập nhật dù đã cập nhật đứng yên ở màn hình đăng nhập mãi không nhấn vào được
VCB Digibank,1,Negative,dùng cũng lâu rồi thấy dùng mượt ổn định đợt này bắt cập nhật cái gì xong giờ vào chờ mấy phút mới cho đăng nhập
VCB Digibank,3,Neutral,vào dịch vụ quá chậm tệ quá
VCB Digibank,1,Negative,aap đang bị lỗi không nào được lun cập nhật xong cái bị lỗi lun
VCB Digibank,3,Neutral,sao không vô được vậy tr
VCB Digibank,3,Neutral,thời gian gần đây ứng dụng hay lỗi đăng nhập thử trên 3 máy đều như vậy trước giờ chưa từng bị nên ban đầu nghĩ máy nhưng cài qua 3 máy dêud hay treo đăng nhập
VCB Digibank,5,Positive,nhanh và an toàn
VCB Digibank,1,Negative,cập nhật chậm treo ứng dụng mà cứ bắt cập nhật
VCB Digibank,1,Negative,lỗi đăng nhập treo ứng dụng không quét vân tay và mật khẩu được
VCB Digibank,5,Positive,sau khi cập nhập phiên bản mới này thì bị lỗi rất khó đăng nhập và rất giao dịch vì ứng dụng hay bị đơ
VCB Digibank,1,Negative,đang dùng bình thường cập nhật xong bị lỗi là sao
VCB Digibank,1,Negative,gần đây rất hay bị tình trạng đơ vừa bị xong ứng dụng đơ không thể thao tác được gì tắt đi vào lại 3 lần vẫn bị khiến không thể thanh toán ứng dụng tệ
VCB Digibank,1,Negative,nay ứng dụng bị lỗi ngân hàng mình vô không được rút tiền cũng không được luôn
VCB Digibank,1,Negative,lỗi vân tay
VCB Digibank,5,Positive,tốt nha
VCB Digibank,3,Neutral,ứng dụng hơi chậm
VCB Digibank,1,Negative,đang dùng bình thường bắt cập nhật cập nhật xong không đăng nhập được lun vô ứng dụng chờ nửa cuộc đời mới cho bấm mật khẩu là sao xóa ứng dụng tải lại cũng i chang dị bực cả mình tưởng mình mình bị bữa giờ chứ giờ mới biết nhiều người cũng bị
VCB Digibank,3,Neutral,máy tự động cập nhật phiên bản mới rồi bây giờ quét mã thì được còn danh bạ đã lưu không vào chuyển được
VCB Digibank,1,Negative,sao chuyển khoản chờ mấy mà không thấy gửi mã pin vietcombank smart mã otp đến để chuyển khoản thế chờ vẫn chưa thấy gửi
VCB Digibank,2,Negative,ứng dụng hay báo lỗi
VCB Digibank,1,Negative,ứng dụng lỗi quá nhiều vân tay đăng nhập mất cả dịch vụ thẻ tối ưu quá tệ
VCB Digibank,1,Negative,cập nhật bị lỗi không đăng nhập được
VCB Digibank,1,Negative,cập nhật xong không vào được sửa nhanh lên được không ạ chứ đi đâu em cũng không chuyển khoản được 😭
VCB Digibank,1,Negative,ứng dụng hiện tại đang bị lỗi quá mấy a dev sửa bug nhanh hộ e cái đang cần giao dịch mà hệ thống cứ bị gián đoạn chắc chết
VCB Digibank,5,Positive,ứng dụng sài khá tốt nhưng phải có wifi mạnh thì mới nhanh được nếu có thể cải thiện thì sẽ tốt hơn
VCB Digibank,5,Positive,ngân hàng tốt
VCB Digibank,1,Negative,không sài ược
VCB Digibank,2,Negative,cập nhật bản mới sao không đăng nhập bằng 4g được mình tưởng 4g của mình yếu nhưng mở phim vẫn lướt phà phà mà vietcombank không mở đăng nhập được để chuyển tiền wifi thì mở được
VCB Digibank,3,Neutral,vừa cập nhật mà cứ mở lên lại bắt cập nhật xong cập nhật phiên bản mới nhất thì bị lỗi mở ứng dụng cả 10p chưa làm gì được chán xóa ứng dụng cập nhật lại thì giờ lại lỗi báo biến động số dư hoài rõ chán
VCB Digibank,1,Negative,ứng dụng lol mẹ cập nhật lên nút đăng nhập màu xám không đăng nhập được chờ đúng lâu máy android ngân hàng lớn mà it chán quá chán
VCB Digibank,1,Negative,ứng dụng siêu lỗi
VCB Digibank,1,Negative,cập nhật xong thì giao diện lúc trắng lúc thì đen khó chịu vậy
VCB Digibank,1,Negative,từ lúc cập nhật là không vô được ứng dụng luôn
VCB Digibank,1,Negative,mở úng ưdungj lên 4 5 lần mới dùng được chạy chậm rù cần thanh toán mà chán ngắt
VCB Digibank,1,Negative,bắt dùng mã xác thực từ tin nhắn mỗi lần chuyển khoản mà không gửi cho người ta tài khoản mới mà lỗi 5 6 lầm chuyển khoản
VCB Digibank,1,Negative,lỗi quét mặt khá ngu
VCB Digibank,1,Negative,gửi mã mã otp không gửi chịu ngân hàng
VCB Digibank,1,Negative,cập nhật xong đăng nhập vân tay bị lỗi không vào được rồi cần chuyển tiền kiểu gì
VCB Digibank,1,Negative,tài khoản bị cc ji vậy sau không dag nhập được
VCB Digibank,1,Negative,bản cập nhật này sao đơ không zay
VCB Digibank,1,Negative,bắt cập nhật xong không đăng nhập được
VCB Digibank,1,Negative,làm ăn gì người ta chuyển tiền mà không gửi cho cái mã xác thực vậy trời
VCB Digibank,1,Negative,mới cập nhật bản mới không thể vào chuyển được tiền đổi 4g đổi wifi vẫn vậy rất tệ luôn
VCB Digibank,4,Positive,ứng dụng đang lỗi giao diện mấy bác dev ơi cứ vào xem thông báo xong là nó nhảy về giao diện mặc định giao diện sáng
VCB Digibank,1,Negative,tự nhiên cập nhập chi dạy lỗi hoài bực mình luôn á
VCB Digibank,1,Negative,ứng dụng không đăng nhập được rất phiền
VCB Digibank,5,Positive,tốt tốt
VCB Digibank,1,Negative,bản 6 4 6 cứ bị đơ khi muốn đăng nhập minh dung samsung android
VCB Digibank,3,Neutral,cập nhập xong giờ ứng dụng toàn lỗi không vậy quý vị
VCB Digibank,1,Negative,sau khi cập nhật xong thì ứng dụng chậm lắm admin ơi chờ thật lâu mới đăng nhập được
VCB Digibank,1,Negative,cập nhật xong ứng dụng chậm chờ một hồi lâu mới có thể đăng nhập được
VCB Digibank,3,Neutral,ứng dụng từ lúc cập nhật xong cứ chậm chậm thế nào ấy khó chịu vô cùng mong admin đọc được và sửa lại
VCB Digibank,1,Negative,bị lỗi thông báo số dư cài đặt giao diện xong bấm thông báo là lại quay về mặc định
VCB Digibank,3,Neutral,làm ứng dụng làm ơn test thật kỹ rồi hả ra bản cập nhật ra bản gì toàn lỗi rồi bắt người dùng chờ chờ mất time
VCB Digibank,3,Neutral,mới gần đây ứng dụng lỗi giao diện đổi giao diện you giỏi mà vào xem thông báo cái nó tự nhảy sang giao diện tiêu chuẩn thông báo nhận tiền lúc có lúc không
VCB Digibank,1,Negative,cập nhật xong ứng dụng vào rất chậm vào rồi cũng không thể nhập mật khẩu hay vân tay làm ảnh hướng rất nhiều đến như cầu sử dụng của người dùng
VCB Digibank,1,Negative,sao dạo này đâng nhập hơi bị lâu giao diện khi mở lên mật khầu điều bị ẩn xóa và đã tải lại nhưng vẫn bị
VCB Digibank,1,Negative,galaxy s21 plus wifi hay 5g đều mạnh mà mỗi lần muốn đăng nhập thanh toán chờ rõ lâu ứng dụng gì mà muốn vào mà đơ như thời 2g vậy không thấy cải thiện
VCB Digibank,5,Positive,tôi hài lòng với ứng dụng này
VCB Digibank,1,Negative,mọi người bấm quét qr rồi thoát ra vô lại nó mới cho đăng nhập còn cách nào khác không thì không biết
VCB Digibank,1,Negative,lỗi ứng dụng tệ hại quét qr thì không nhập được số tiền chuyển khoản thì phải nhập tay số tiền trước rồi mới chọn ngân hàng và nhập số tài khoản còn không nhập tiền trc mà làm các bước trước thì mơ mà nhập được số tiền nạp đth thì lỗi không cho tiếp tục lỗi liên tục không chịu khắc phục chán cái dịch vụ này
VCB Digibank,1,Negative,androi cập nhật xong đăng nhập bị lỗi quần què gì suốt ngày cập nhật không thâyd cải thiện mà càng ngày càng lỗi vặt dev làm ăn như shjt bực thật
VCB Digibank,1,Negative,ứng dụng bị lỗi không đăng nhập được
VCB Digibank,1,Negative,mỗi lần vào là treo
VCB Digibank,1,Negative,ứng dụng như lol chuyển tiền chờ cả buổi không thấy gửi mã mã otp
VCB Digibank,2,Negative,phiên bản 6 4 6 lỗi đăng nhập yêu cầu người dùng kích hoạt sms mã otp liên tục quá chán
VCB Digibank,1,Negative,ứng dụng gì đơ hoài trải nghiệm rất tệ
VCB Digibank,1,Negative,mấy nay toàn phải chờ đăng nhập rất lâu và rất phiền
VCB Digibank,1,Negative,áp tệ hại
VCB Digibank,1,Negative,bản cập nhật mới này cả phút mới sáng phần đăng nhập trong khi bản trước đó mở xong đăng nhập được ngay càng ngày càng tệ giống vneid thế
VCB Digibank,5,Positive,giao dịch thuận lợi nhanh chóng
VCB Digibank,1,Negative,ứng dụng đăng nhập rất chậm mất thời gian phải đăng nhập nhiều lần toàn bị đơ với chậm
VCB Digibank,1,Negative,ứng dụng cập nhật thì không cho cập nhật ngân hàng khác thì vẫn dùng bình thường mỗi vietcombank báo thiết bị có nguy cơ rủi ro không cho đăng nhập yêu cầu đổi thiết bị chẳng lẽ chỉ dùng 1 cái ứng dụng của ngân hàng mà phải bỏ hàng đống tiền ra để đổi 1c điện thoại khác mang tiếng ngân hàng lớn mà cái ứng dụng cũng không ra hồn
VCB Digibank,1,Negative,chậm gửi mã mã otp quá tệ
VCB Digibank,1,Negative,bửa giờ chậm kinh khủng không đăng nhập được
VCB Digibank,1,Negative,sao mở ứng dụng chậm quá
VCB Digibank,2,Negative,yêu cầu bản cập nhật mới đăng nhập được mà không thấy bản cập nhật đâu
VCB Digibank,1,Negative,không hiểu sao cập nhật xog dùng dữ liệu di dộng không thể đăng nhập được treo ở màn hình đăng nhập không thao tác được gì sửa giùm phiền vô cùng ngân hàng thì to làm ứng dụng thì rởm không chịu được
VCB Digibank,1,Negative,ứng dụng dạo này lỏ lỏ làm sao đăng nhập thì không được xog xóa tải lại thì bắt tạo lại mã pin mới ủa là sao nữa ví dụ mình code phần mềm nó ngu quá thì đừng có cập nhật chứ
VCB Digibank,1,Negative,chỉnh sửa cập nhật phiên bản khác ngay đi từ khi cập nhật lên phiên bản mới nhất mở ứng dụng lên lúc nào cũng chậm không đăng nhập được
VCB Digibank,5,Positive,ứng dụng dạo này bị đơ đăng nhập không được chờ rất lâu
VCB Digibank,1,Negative,bản cập nhật mới lỗi rất tệ mở ứng dụng lên rất lâu mơi đăng nhập được bực mình
VCB Digibank,1,Negative,quá tồi tệ lúc trước đăng nhập bình thường còn bây giờ thì vào cái báo lỗi
VCB Digibank,5,Positive,tốt men
VCB Digibank,1,Negative,amen ứng dụng không vào được không sài được tiền huhu 😢
VCB Digibank,1,Negative,cài đặt bản mới xong thì mở ứng dụng còn vừa chậm vừa đơ không hiểu nâng cấp ứng dụng kiểu gì mà càng thấy tệ đi 1 điểm ức chế khi cứ liên tục cài đặt bản mới mà không ra gì
VCB Digibank,1,Negative,sau bản cập nhật 18 4 thì thường xuyên bị lỗi đơ ứng dụng không dùng được
VCB Digibank,1,Negative,từ lúc cập nhật dùng rất chậm đang trong phần chuyển tiền dùng giao diện dark mode mà thoát ra thì màn hình chính là giao diện mặc định
VCB Digibank,5,Positive,cho hỏi tại sao trong tháng 4 3026 ứng dụng vietcombank bị lỗi không vào được ứng dụng trên hệ điều hành androi
VCB Digibank,1,Negative,ứng dụng gì mà cứ khách hàng vào được hoài
VCB Digibank,1,Negative,cái ứng dụng tệ hại cập nhật toàn lỗi
VCB Digibank,2,Negative,ứng dụng bị gì mà giao diện bị lỗi miết chọn nền đen bấm vào thông báo thì trở lại nền trắng bảng thông báo số dư thì lặp đi lặp lại cả chục lần hqua còn bị văng khỏi ứng dụng mất mã pin đăng nhập lại phải thay đổi mã pin chán thật sự
VCB Digibank,1,Negative,ứng dụng bắt cập nhật mà cập nhật xong là không dùng được giao diện youpro luôn bấm vào xem thông báo số dư là nhảy về giao diện tiêu chuẩn liền đang dùng giao diện youpro quen nên bị đổi giao diện nhìn khó chịu cực kỳ bao nhiêu năm dùng ứng dụng chẳng sao mà cập nhật là bị
VCB Digibank,1,Negative,rất thật luôn trước cập nhập dùng mượt cập nhập xong đơ luôn mở khóa vân tay thì đợ thoát ra vào ứng dụng lại mới được
VCB Digibank,1,Negative,đang dùng ổn định tự dưng ra bản cập nhật lại lỗi đăng nhập đang thanh toán lại không đăng nhâpk được
VCB Digibank,2,Negative,từ giữa tháng 4 2026 đến nay ứng dụng vietcombank bị cái quái gì mà mở ứng dụng lên hơn 5 phút không vào được đăng nhập kiểu này quay lại dùng cây rút tiền thôi không thể tin tưởng vào cái hệ digital này được cần thanh toán gid mà mở ứng dụng chờ mòn mỏi không cho vào đăng nhập đt tôi là samsung a30 bản cập nhật đầy đủ ứng dụng vietcombank cũng bản mới nhất thật là thất vọng
VCB Digibank,1,Negative,lỗi hoài
VCB Digibank,1,Negative,lần này phải cho 1 sao vì liên tục bắt cập nhật trong khi đã làm giờ thì lỗi vân tay phải vào quét mã qr rồi thoát ra lại mới cho đăng nhập thật sự rất bất tiện
VCB Digibank,1,Negative,ứng dụng như cái quần cập nhật xong vô ứng dụng thì chậm không đăng nhập được
VCB Digibank,1,Negative,không vào ứng dụng được nhấp phần mật khẩu không phản hồi nhấn đăng nhập vân tay cũng không phản hồi không có phản hồi gì từ màn hình đăng nhập
VCB Digibank,5,Positive,xuất sắc 👍 10đ không có nhưng
VCB Digibank,2,Negative,ứng dụng lúc trước rất mượt vô là có thể đăng nhập liền hiện tại thì phải chờ rất lâu mới có thể bấm nút đăng nhập
VCB Digibank,5,Positive,giao dịch nhanh dễ sử dụng bảo mật tốt
VCB Digibank,1,Negative,sau khi uodate thì ứng dụng treo liên tuc
VCB Digibank,1,Negative,ấp dì bắt cặp nhật quài
VCB Digibank,5,Positive,rất tốt cho người dùng
VCB Digibank,5,Positive,không thấy quay số ở đâu luôn
VCB Digibank,5,Positive,có ai bị mất đăng nhập bằng vân tay không mặc dù trong phần cài đặt đã bật nhưng khi thoát ra vào lại vẫn thấy nó tự động tắt
VCB Digibank,3,Neutral,ứng dụng đang có lỗi khi mở màn thông báo bị thay đổi theme sau đó back về home bấm chuyển tiền thì không vào được màn chuyển tiền
VCB Digibank,1,Negative,cập nhật xong mỗi lần mở ứng dụng treo không mở được
VCB Digibank,1,Negative,ứng dụng dell gì bắt mua điện thoại mới để mở ngân hàng 1 sao vẫn còn đang nhẹ
VCB Digibank,5,Positive,ứng dụng tốt dùng mượt mà nhanh chóng
VCB Digibank,2,Negative,quá châm
VCB Digibank,1,Negative,mẹ xàm nách tự nhiên đưa cái digishop ra đầu tiên ròi tự khoá lại không chỉnh sữa hay xoá bỏ ép buột 1 cách vô cớ mé đúng nhảm
VCB Digibank,1,Negative,không đăng nhập được
VCB Digibank,1,Negative,đang dùng bình thường tự nhiên bị khoá không cho đăng nhập
VCB Digibank,5,Positive,giao dịch nhanh rất thuận tiện cho 10đ😁
VCB Digibank,4,Positive,lâu lâu hơi lát nhẹ
VCB Digibank,2,Negative,ngân hàng lớn mà lỗi mấy ngày rồi không xử lý di
VCB Digibank,1,Negative,mở không nổi
VCB Digibank,5,Positive,ứng dụng gì mà sao cứ gửi mã otp về email số đt thì không gửi
VCB Digibank,4,Positive,cập nhật lên phiên bản mới không đăng nhập được cứ phải ấn vào chuyển qua từ tiếng việt sang tiếng anh thì mới cho đăng nhập phiền phức thật sự
VCB Digibank,5,Positive,tôi thấy tốt
VCB Digibank,1,Negative,phiên bản chạy chậm quá
VCB Digibank,5,Positive,rất tốt và bảo mật cao
VCB Digibank,1,Negative,cập nhật lên ứng dụng lỗi liên tục
VCB Digibank,1,Negative,lỗi giao diện đổi sang youpro rồi mà cứ ấn vào thông báo là bị nhảy về tiêu chuẩn
VCB Digibank,1,Negative,vô tri dã cả man đơ máy không vào đăng ký tài khoản ngày nào cũng cần giao dịch nhiều mà cứ đơ không vào đăng ký phát dơ hết cả mặt mũi
VCB Digibank,3,Neutral,từ khi cập nhật phần mềm mỗi lần mở ứng dụng đăng nhập ứng dụng kết nối rất lâu rất mất thời gian và rất bất tiện
VCB Digibank,1,Negative,ứng dụng bảo cập nhật bấm vô cập nhật rồi mở lên lại bảo cập nhật lại bắt đầu vòng lập giờ xóa áp tải lại hả
VCB Digibank,1,Negative,ứng dụng quá tệ vào toàn lỗi không vào được ứng dụng
VCB Digibank,3,Neutral,cập nhật miết phiền phức
VCB Digibank,1,Negative,ứng dụng đơ quá nhấp vào đăng nhập mãi không được bực cả mình
VCB Digibank,5,Positive,loz ứng dụng
VCB Digibank,2,Negative,mở áp vô quá lâu thua áp củ nhiều quá giở
VCB Digibank,5,Positive,đỡ hơn mấy lần trước yêu cầu cập nhật mà vô chplay thì không thấy cập nhật lần này thấy tốt hơn một chút cho 5
VCB Digibank,1,Negative,mới làm mà bị không có chỗ ng mới
VCB Digibank,2,Negative,ứng dụng chán quá mở mãi không đăng nhập được cứ treo 5 phút mà không vào được ứng dụng lại phải dùng ngân hàng khác để chuyển khoản
VCB Digibank,2,Negative,vì sao nói ứng dụng cần cập nhật xong bấm vô không thấy cập nhật rồi vô ứng dụng thì bị xám phần điền mặt khẩu và vân tay không bấm đăng nhập vô ứng dụng được phải xoá ứng dụng tải lại xong phải kích hoạt lại từ đầu xong lại bị nữa cần khắc phục gấp lỗi này
VCB Digibank,2,Negative,bất cập nhật lên xoh giờ lổi ra chi nhah chổ long bình thì đổ thừa máy đời thấp xoh xóa làm lại vẫn bị lổi bất cập nhất chi giờ đổ thừa máy rồi giờ lên tới ngân hàng kêu tắt nguồn xóa ap tải lại vẩn vậy giờ sao bắt dân li mua đt mới sao nên coi lại nâng cấp lên phát bị liền
VCB Digibank,1,Negative,bắt đổi mã mã otp quá nhiều khiến tôi bị quên mã mã otp
VCB Digibank,2,Negative,từ lúc cập nhật xong vào ứng dụng phải mấy phút ms vô được quá là bất tiện
VCB Digibank,1,Negative,ứng dụng như lol chuyển tiền chờ mãi dell thấy cái mã mã otp
VCB Digibank,2,Negative,gì mà bắt cập nhật hoài một tháng mấy lần ứng dụng ngân hàng cập nhật nhiều nhất
VCB Digibank,1,Negative,cập nhật mới kiểu eo gi mà mở ứng dụng lên tải nửa tiếng không hiện lên nút đăng nhập vậy code xong không test à
